序号1,序号2,【Q5-单选题】 下列哪项最能贴切地描述你的住所:(1)农村/乡野 (2)小城市 (3)中等规模的城市 (4)大城市 ,【Q3-下拉单选题】 你住在哪个省？:(1)北京 (2)天津 (3)河北 (4)山西 (5)内蒙古 (6)辽宁 (7)吉林 (8)黑龙江 (9)上海 (10)江苏 (11)浙江 (12)安徽 (13)福建 (14)江西 (15)山东 (16)河南 (17)湖北 (18)湖南 (19)广东 (20)广西 (21)海南 (22)重庆 (23)四川 (24)贵州 (25)云南 (26)西藏 (27)陕西 (28)甘肃 (29)青海 (30)宁夏 (31)新疆 (32)其他 ,【Q4-填空题】 你住在哪个城市？,【Q2-填空题】 你的年龄？________岁,【Q6-单选题】 你已获得的最高学历是什么？ :(1)没有正规教育 (2)小学 (3)初中 (4)高中 (5)大学 (6)研究生及以上 ,【Q7-单选题】 你的性别:(1)女 (2)男 ,【Q8-单选题】 你的婚姻状况:(1)未婚 (2)在一段男女朋友关系中 (3)已婚 (4)离婚 ,【Q9-单选题】 下列哪项最能描述你的工作类型？:(1)白领 (2)工人 (3)个体经营者 (4)农业生产者 (5)失业 (6)退休 (7)学生 ,【Q10-单选题】 下列哪项最能描述你所工作的公司或单位类型?:(1)国有企业 (2)政府(地方或中央) (3)事业单位员工 (4)国内私营企业 (5)在中国经营的国际私营企业 (6)个体经营的小型企业 (7)农业 ,【Q11-单选题】 你是党员或者预备党员吗？:(1)是 (2)不是 ,【Q12-单选题】 你是共青团成员吗？:(1)是 (2)不是 ,"【Q13-单选题】 哪项最能代表你家每月的总收入（税后）？:(1)0 - 2,999元 (2)3,000 - 5,999元 (3)6,000 - 9,999元 (4)10,000 - 19,999元 (5)20,000 - 49,999元 (6)50,000 - 99,999元 (7)100,000元以上 ",【Q14-单选题】 你的户口和居住状况是什么？ :(1)住在城市，拥有城市户口 (2)住在城市，拥有农村户口 (3)住在农村，拥有农村户口 (4)住在农村，拥有城市户口 (5)海外华人 (包括香港和澳门) (6)其他（请注明） ,自填内容,【Q15-数字量表题】 您对自己的网络隐私情况担心程度如何？:(1)完全不担心 (2)2 (3)3 (4)4 (5)5 (6)6 (7)非常担心 ,【Q16-填空题】 当听到网络隐私这个词的时候，你认为哪些类型的个人信息与网络隐私有关（请列出几种类型的信息）？(自由回答，开放式回答),【Q17-填空题】 请列举一些你对你的网络隐私感到担忧的情况，以及你认为你的隐私未能得到保护的后果（例如：在网上进行支付——担心罪犯会偷走我的支付信息)。(自由回答，开放式回答，注意不要照抄样例),【Q18-数字量表题】 我花很多时间阅读科技引发的隐私问题:(1)非常同意 (2)2 (3)3 (4)4 (5)5 (6)6 (7)强烈反对 ,【Q19-数字量表题】 在过去的一年中，我和我的朋友们讨论过有关网络隐私安全的话题:(1)非常同意 (2)2 (3)3 (4)4 (5)5 (6)6 (7)强烈反对 ,【Q20-数字量表题】 我知道我在网上能拥有多少隐私:(1)非常同意 (2)2 (3)3 (4)4 (5)5 (6)6 (7)强烈反对 ,【Q21-单选题】 你听说过社会信用体系这个术语吗 （官方术语）？:(1)是的，了解关于这个体系的具体细节 (2)是的，听说过一些关于这个体系的基本信息但不是具体细节 (3)是的，但只是听说过这个术语，并不了解任何相关信息 (4)从没听过 ,【Q22-填空题】 基于你对社会信用体系的了解，请列举出一些你认为会降低你社会信用评分的行为：______（自由回答，开放式回答）,【Q23-填空题】 根据你对社会信用体系的了解，请列举出一些你认为社会信用评分较低时会受到限制或被禁止的行为（自由回答，开放式回答）,【Q24-数字量表题】 当我选择一个理想的职业时，我认为与上司拥有良好的工作关系是很重要的。:(1)强烈反对 (2)2 (3)3 (4)4 (5)5 (6)6 (7)强烈同意 ,【Q25-数字量表题】 当我与我的上司有分歧时，我认为能够充分表达这些分歧是很重要的。:(1)强烈反对 (2)2 (3)3 (4)4 (5)5 (6)6 (7)强烈同意 ,【Q26-数字量表题】 当我选择一个理想的职业时，我认为能够拥有充足的时间用于个人或家庭生活是很重要的。:(1)强烈反对 (2)2 (3)3 (4)4 (5)5 (6)6 (7)强烈同意 ,【Q27-数字量表题】 有一个充满多样性和冒险的工作比有一个稳定和安全的工作更重要。:(1)强烈反对 (2)2 (3)3 (4)4 (5)5 (6)6 (7)强烈同意 ,【Q28-数字量表题】 大多数人都是可以信任的。:(1)强烈反对 (2)2 (3)3 (4)4 (5)5 (6)6 (7)强烈同意 ,【Q29-数字量表题】 当人们在生活中失败的时候，这往往是他们自己的错误。:(1)强烈反对 (2)2 (3)3 (4)4 (5)5 (6)6 (7)强烈同意 ,【Q30-数字量表题】 我更喜欢我的上司在工作中给我严格的工作指令。:(1)强烈反对 (2)2 (3)3 (4)4 (5)5 (6)6 (7)强烈同意 ,【Q31-数字量表题】 职员之间的竞争通常弊大于利。:(1)强烈反对 (2)2 (3)3 (4)4 (5)5 (6)6 (7)强烈同意 ,【Q32-数字量表题】 在你的私人生活中，节俭有多么重要？:(1)非常不重要 (2)2 (3)3 (4)4 (5)5 (6)6 (7)非常重要 ,【Q33-数字量表题】 在你的私人生活中，尊重传统有多么重要？:(1)非常不重要 (2)2 (3)3 (4)4 (5)5 (6)6 (7)非常重要 ,【Q34-数字量表题】 总的来说，我对中央政府的表现感到满意:(1)强烈反对 (2)2 (3)3 (4)4 (5)5 (6)6 (7)强烈同意 ,【Q35-数字量表题】 总的来说，我对我的居住地的地方政府的表现感到满意:(1)强烈反对 (2)2 (3)3 (4)4 (5)5 (6)6 (7)强烈同意 ,【Q36-数字量表题】 在监控的使用方面，政府很好地平衡了公民拥有的不受监控的权利，与政府维护秩序预防犯罪的需要:(1)强烈反对 (2)2 (3)3 (4)4 (5)5 (6)6 (7)强烈同意 ,【Q37-单选题】 你多久阅读一次新闻？:(1)每天很多次 (2)每天几次 (3)一天一次 (4)平均每天少于一次 (5)我不看新闻 ,【Q38-单选题】 你的主要新闻来源是什么？:(1)报纸 (2)微信 (3)门户网站 （指通向某类综合性互联网信息资源并提供有关信息服务的应用系统，最著名的门户网站有中国四大门户网站（新浪、网易、搜狐、腾讯） (4)电视 (5)微博 (6)境外渠道 （新闻媒体/互联网网站/互联网社交平台/面对面交流） (7)其他（请举例说明） ,自填内容,"【Q39-矩阵单选题】 对于政府监控问题，选择你认为最合适的程度选项-> 中央政府监控用户的网上活动是有充分理由的。:  (1)强烈反对 (2)比较反对 (3)稍微反对 (4)中立 (5)稍微同意 (6)比较同意 (7)强烈同意 
 ","【Q39-矩阵单选题】 对于政府监控问题，选择你认为最合适的程度选项-> 地方政府监控用户的网上活动是有充分理由的。:  (1)强烈反对 (2)比较反对 (3)稍微反对 (4)中立 (5)稍微同意 (6)比较同意 (7)强烈同意 
 ","【Q39-矩阵单选题】 对于政府监控问题，选择你认为最合适的程度选项-> 私人公司监控用户的网上活动是有充分理由的。:  (1)强烈反对 (2)比较反对 (3)稍微反对 (4)中立 (5)稍微同意 (6)比较同意 (7)强烈同意 
 ","【Q39-矩阵单选题】 对于政府监控问题，选择你认为最合适的程度选项-> 我可以接受向政府提供我的生物信息，包括我的指纹、面部细节用于公共区域的监控目的。:  (1)强烈反对 (2)比较反对 (3)稍微反对 (4)中立 (5)稍微同意 (6)比较同意 (7)强烈同意 
 ","【Q39-矩阵单选题】 对于政府监控问题，选择你认为最合适的程度选项-> 我可以接受向私人公司提供我的生物信息，包括我的指纹、面部细节用于公共区域的监控目的。:  (1)强烈反对 (2)比较反对 (3)稍微反对 (4)中立 (5)稍微同意 (6)比较同意 (7)强烈同意 
 ","【Q40-矩阵单选题】 对于以下问题，选择你认为最合适的程度选项-> 总的来说，社会信用体系对公众是有益的:  (1)强烈反对 (2)比较反对 (3)稍微反对 (4)中立 (5)稍微同意 (6)比较同意 (7)强烈同意 
 ","【Q40-矩阵单选题】 对于以下问题，选择你认为最合适的程度选项-> 由于担心自己的社会信用评分，我在去年有意识地改变了自己的行为:  (1)强烈反对 (2)比较反对 (3)稍微反对 (4)中立 (5)稍微同意 (6)比较同意 (7)强烈同意 
 ","【Q40-矩阵单选题】 对于以下问题，选择你认为最合适的程度选项-> 我没有注意到政府在日常生活中有运用科技来监控我的行为:  (1)强烈反对 (2)比较反对 (3)稍微反对 (4)中立 (5)稍微同意 (6)比较同意 (7)强烈同意 
 ","【Q40-矩阵单选题】 对于以下问题，选择你认为最合适的程度选项-> 我认为政府会比私有企业更安全更好地储存我在网上的个人信息和数据:  (1)强烈反对 (2)比较反对 (3)稍微反对 (4)中立 (5)稍微同意 (6)比较同意 (7)强烈同意 
 ","【Q40-矩阵单选题】 对于以下问题，选择你认为最合适的程度选项-> 我不介意私有企业把我的数据卖给第三方公司，如果此私有企业能让我免费使用他们的应用程序:  (1)强烈反对 (2)比较反对 (3)稍微反对 (4)中立 (5)稍微同意 (6)比较同意 (7)强烈同意 
 ","【Q40-矩阵单选题】 对于以下问题，选择你认为最合适的程度选项-> 我担心我的支付信息可能会被盗或者泄露:  (1)强烈反对 (2)比较反对 (3)稍微反对 (4)中立 (5)稍微同意 (6)比较同意 (7)强烈同意 
 ",【Q41-数字量表题】 你如何综合评价你的电脑使用能力？:(1)非常不熟练或非常不了解 (2)2 (3)3 (4)4 (5)5 (6)6 (7)非常熟练或非常了解 ,【Q42-数字量表题】 你如何评价你维护电脑软件系统的能力？:(1)非常不熟练或非常不了解 (2)2 (3)3 (4)4 (5)5 (6)6 (7)非常熟练或非常了解 ,【Q43-数字量表题】 你如何评价你的编程能力？:(1)非常不熟练或非常不了解 (2)2 (3)3 (4)4 (5)5 (6)6 (7)非常熟练或非常了解 ,【Q44-单选题】 你认为人脸识别技术的使用范围有多广？:(1)非常广泛（在大多数公共场所使用） (2)广泛（应用于主要公共场所） (3)适度（局部部署） (4)有限地使用（只在少数地方使用） (5)不使用（仅作为试验或根本不使用） ,【Q45-数字量表题】 你认为中央政府在多么密切地追踪你的网上活动？:(1)非常不密切 (2)2 (3)3 (4)4 (5)5 (6)6 (7)非常密切 ,【Q46-数字量表题】 你认为地方政府在多么密切地追踪你的网上活动？:(1)非常不密切 (2)2 (3)3 (4)4 (5)5 (6)6 (7)非常密切 ,【Q47-数字量表题】 你认为私人公司在多么密切地追踪你的网上活动？:(1)非常不密切 (2)2 (3)3 (4)4 (5)5 (6)6 (7)非常密切 ,【Q48-数字量表题】 你有多介意中央政府了解你个人网上活动的细节？:(1)非常介意 (2)2 (3)3 (4)4 (5)5 (6)6 (7)非常不介意 ,【Q49-数字量表题】 你有多介意地方政府了解你个人网上活动的细节？:(1)非常介意 (2)2 (3)3 (4)4 (5)5 (6)6 (7)非常不介意 ,【Q50-数字量表题】 你有多介意私人公司了解你个人网上活动的细节？:(1)非常介意 (2)2 (3)3 (4)4 (5)5 (6)6 (7)非常不介意 ,"实验1 
(1)基准组
 (2)实验组
 ",【Q52-单选题】 您是否已认真读完上述材料？:(1)我已认真读完，可以继续回答后续题目 ,【Q53-数字量表题】 我不认为社会信用体系会牵涉很严重的隐私问题。:(1)强烈反对 (2)2 (3)3 (4)4 (5)5 (6)6 (7)强烈同意 ,【Q54-数字量表题】 我不认为社会信用体系会对自己造成很大的影响。:(1)强烈反对 (2)2 (3)3 (4)4 (5)5 (6)6 (7)强烈同意 ,【Q55-数字量表题】 我不是很担心我的私人信息会被共享在网络上:(1)强烈反对 (2)2 (3)3 (4)4 (5)5 (6)6 (7)强烈同意 ,【Q56-数字量表题】 总体来说，我认为公司不会滥用我的私人信息:(1)强烈反对 (2)2 (3)3 (4)4 (5)5 (6)6 (7)强烈同意 ,【Q57-数字量表题】 总体来说，我认为政府不会滥用我的私人信息。:(1)强烈反对 (2)2 (3)3 (4)4 (5)5 (6)6 (7)强烈同意 ,【Q58-多选题】 根据新闻中的信息，请指出哪些日常生活领域可能会受到社会信用评分的影响（选择所有你认为适用的项）:[1]购买火车票,【Q58-多选题】 根据新闻中的信息，请指出哪些日常生活领域可能会受到社会信用评分的影响（选择所有你认为适用的项）:[2]采购日常用品,【Q58-多选题】 根据新闻中的信息，请指出哪些日常生活领域可能会受到社会信用评分的影响（选择所有你认为适用的项）:[3]限制你对互联网的使用,【Q58-多选题】 根据新闻中的信息，请指出哪些日常生活领域可能会受到社会信用评分的影响（选择所有你认为适用的项）:[4]购买机票,【Q58-多选题】 根据新闻中的信息，请指出哪些日常生活领域可能会受到社会信用评分的影响（选择所有你认为适用的项）:[5]禁止购买酒类,"实验2 
(1)版本1
 (2)版本2
 (3)版本3
 ",【Q60-填空题】 以上列表中，有多少个您信赖并愿意托付个人信息的实体？ （请填数字，注意是要填“多少个”，而不是写具体哪一个）,答卷者,"If the 5th option was shown
0: not shown
1: shown"
5595520,4169696,1,18, 长沙市, 46,5,1,3,2,6,2,2,2,4,,5, 电话号码，身份证号码，银行卡号, 网上支付被盗取信息，不明程序的下载泄露个人的信息,5,5,5,2, 欠货不能如期还, 不能乘坐高铁，飞机,6,4,5,2,2,6,4,5,4,5,6,4,6,4,2,,6,4,2,6,1,4,4,4,6,1,6,4,2,1,2,4,4,4,5,3,1,1,1,5,5,2,5,6,,,,,,2, 2,样本用户,0
5595511,4180047,1,20, 来宾市, 35,4,2,3,3,7,2,2,2,3,,4, 个人证件，联系方式, 平时拍的照片，还有一些证件，自己上传到云端会不会造成泄露,4,3,1,2, 贷款逾期不还, 限制高消费，出行不能坐飞机高铁,7,4,7,7,3,5,6,7,6,5,7,7,7,1,3,,7,7,1,7,1,7,6,5,7,1,7,5,4,1,1,1,1,1,7,7,1,2,1,1,1,1,1,7,1,,,1,,2, 2,样本用户,0
5595518,4178987,2,13, 漳州市, 27,6,1,1,1,1,1,1,2,1,,4, 姓名，职业，联系方式，头像，住址，社交软件 ，账户，购买信息," 取得联系方式-担心会有骚扰电话及电信诈骗

",4,3,5,2, 花呗、信用卡、蚂蚁金服借款、京东、美团等网络借款逾期或使用过多，银行借贷逾期等, 限制消费和二次贷款，限制动车购票等,6,4,7,2,2,4,3,4,5,3,4,4,5,4,3,,6,6,5,6,1,6,6,6,6,1,7,5,5,1,2,6,6,6,5,5,1,2,1,2,1,2,1,5,1,,,1,,2, 4,样本用户,0
5595510,4180070,3,8, 双鸭山市, 19,5,2,1,7,,2,1,2,1,,6, 证件类 具体家庭住址 经济信息类," 情况：卡号被泄露导致巨额财产损失
后果：经济和家庭到重创 精神和心灵也有危害",5,6,4,3, 逾期不交水电费 拖欠他人欠款不还等, 禁止通讯 禁止买票等,6,4,7,7,3,1,4,4,5,1,7,7,7,3,3,,4,4,4,4,4,6,6,4,4,1,7,5,5,5,2,1,1,4,4,4,1,1,1,4,4,1,5,6,,,,,,2, 3,样本用户,1
5595494,4172737,2,3, 邢台市, 31,5,1,3,2,2,2,2,1,2,,7, 身份证号码、电话号码、家庭住址, 填写报名信息—担心泄漏身份证号码、住址,4,1,5,3, 借贷不还, 借贷不还,6,5,5,5,4,2,5,2,4,7,6,6,6,3,3,,5,5,4,3,2,6,6,5,6,1,6,4,5,3,1,4,4,3,4,4,3,2,1,3,4,1,5,6,1,,1,1,1,2, 1,样本用户,1
5595469,4179139,2,7, 延边朝鲜族自治, 27,5,1,1,2,6,2,1,5,1,,6," 发布短视频或图片容易泄露地址
手机号注册app手机号码等信息容易泄露
购物app上买家手机号住址等也容易泄露"," 在购物app买东西--担心手机号收货地址被泄露
在社交平台发布日常照片--担心不法分子识别地址等
App注册都需要手机号--手机号已经被不法商家窃取",4,2,5,3, 信用卡、网贷等逾期不还, 限制出行、限制消费、特殊对待,6,5,6,2,3,2,5,3,5,5,7,7,6,1,3,,6,6,4,6,4,6,5,5,6,2,6,3,3,1,1,4,4,5,4,4,2,2,1,5,5,6,6,6,1,,,1,,2, 3,样本用户,0
5595499,4180042,3,12, 合肥市, 25,5,2,1,2,4,2,1,2,2,,5, 身份证, 信息泄露 别人用身份证刷银行卡,4,4,5,3, 贷款违期步换, 冻结银行卡,4,5,5,3,4,4,3,2,5,5,6,6,5,4,3,,4,5,3,5,3,6,6,3,5,2,6,5,5,4,1,5,5,5,5,5,3,1,1,5,5,3,3,5,,,,,,2, 2,样本用户,0
5595488,4180061,3,2, 西青区, 21,5,1,1,7,,2,1,2,2,,7, 家庭地址，电话什么的, 通过我的手机号码查到我的所有信息,4,1,3,3, 诈骗？, 不能坐飞机、高铁,4,4,5,3,4,3,4,5,5,4,4,4,4,4,5,,4,4,4,4,3,4,3,4,5,1,7,5,3,5,1,3,3,3,2,2,1,2,1,3,4,2,1,2,1,1,1,1,,2, 1,样本用户,0
5595486,4180054,2,24, 贵阳市, 22,5,1,2,7,,2,1,4,1,,6, 照片、支付宝账户、个人电话号码, 在网上注册信息，担心会泄露身份证号和电话号码,3,4,5,3, 频繁地更换手机号码, 征信不足，难以贷款,6,6,6,6,4,3,4,4,5,5,5,5,5,3,2,,6,6,2,1,1,4,5,5,4,1,4,5,5,4,1,5,5,6,3,3,1,1,1,3,3,1,3,4,,,,,,2, 4,样本用户,0
5595481,4179994,2,10, 宿迁市, 28,5,2,3,2,4,2,2,2,2,,4, 视屏, 什么东西都在手机里，隐私泄漏太可怕了,7,1,1,4, 信用不好, 黑户,7,1,7,7,1,1,7,1,1,7,7,6,6,5,2,,7,7,7,7,1,7,4,4,7,1,7,4,1,1,1,1,4,4,1,4,1,1,1,1,1,1,7,7,,,,,,2, 5,样本用户,1
5595457,4179264,2,3, 保定市, 45,3,1,3,4,7,2,2,2,2,,5, 身份证号     资产状况     支付信息, 在网上注册时填的个人信息担心被人偷取,4,3,3,3, 不按时还贷款，不按约定完成支付, 贷款受限，出行受限，严重的可能会影响子女以后的发展就业,6,5,5,5,6,5,6,3,6,5,7,6,6,3,2,,6,5,4,6,4,6,5,5,5,2,7,4,4,3,2,2,2,2,3,3,1,1,1,3,2,2,4,6,,,,,,2, 2,样本用户,1
5595396,4175130,2,3, 石家庄市, 21,5,1,1,1,6,2,1,3,2,,5, 个人身份信息，如姓名，电话，身份证号，家庭住址, APP必须访问通讯录，内存等——担心泄露个人信息,2,1,4,2, 打车频繁爽约, 出行，购物，贷款的额度,6,6,6,6,5,3,5,5,6,7,7,7,7,2,5,,6,6,4,6,5,7,7,5,6,2,7,6,6,2,2,3,3,4,2,2,1,1,1,3,3,2,2,3,,,,,,2, 3,样本用户,1
5595368,4178791,2,14, 赣州市, 18,4,1,1,7,,2,2,2,1,,7, 个人通信内容，个人生活的安宁, 网络空间内的隐私保护还存在许多现实难题:网络隐私侵权中网络服务商的审查义务归属不清、网络隐私侵权保护法律依据有待完善、网络隐私侵权与公民新闻言论自由之间界限不明等问题亟待解决。,4,1,5,4, 频繁更换手机号, 无法坐飞机和高铁,5,6,6,2,6,4,5,5,6,6,6,6,6,3,4,,6,6,6,6,6,7,6,6,7,1,6,3,1,1,3,5,6,4,5,5,4,2,1,6,6,5,6,6,1,,,1,1,2, 3,样本用户,1
5595385,4179599,3,15, 菏泽市, 20,5,2,1,7,,2,1,2,2,,3, 个人家庭住址，家庭成员信息, 班级群里发布的链接，担心黑客入侵,3,3,5,3, 网络贷款未按期归还, 被禁止在任何平台进行经济活动,5,4,5,4,2,3,4,3,6,6,7,5,4,3,5,,6,4,3,5,1,6,4,3,6,1,4,3,2,1,1,3,3,2,4,3,1,2,1,3,3,2,3,5,1,,,1,,2, 4,样本用户,1
5595379,4179970,4,11, 杭州市, 18,5,1,1,7,,2,2,1,2,,7, 支付信息，个人喜好, 网上购物担心被盗被骗，个人信息和喜好害怕被人利用,1,1,1,3, 言而无信, 不能使用信用卡,5,5,5,1,4,4,1,1,6,6,6,6,6,5,2,,4,4,4,4,4,4,4,4,4,4,7,4,4,1,2,3,3,3,1,1,1,1,1,1,1,1,1,1,,,,,,1, 2,样本用户,0
5595377,4175146,2,22, 南川区, 24,6,1,1,7,,2,1,4,2,,5, 身份证，银行卡，电话, 在网上认证身份信息——担心身份信息会暴露,4,5,6,3, 没有按时还花呗, 贷款受到限制,6,5,5,3,3,5,4,6,6,6,6,3,4,3,5,,5,6,2,5,2,6,5,2,6,1,6,5,5,2,1,5,6,7,3,3,1,1,1,2,5,1,2,6,,,,,,2, 1,样本用户,0
5595378,4179979,4,19, 广州市, 25,5,1,1,3,6,2,2,4,1,,7, 工作，住址，个人信息, 在网上问卷调查，泄漏信息,1,1,1,4, 问卷调查涉及的问题太隐私, 消费,2,7,7,1,1,1,7,7,1,1,7,7,7,2,3,,7,7,1,7,1,7,7,7,7,1,7,5,4,7,1,1,1,7,1,1,1,2,1,1,1,1,1,1,,,1,1,,2, 1,样本用户,0
5595013,4179684,4,17, 武汉市, 18,6,2,1,7,,2,1,5,1,,3, 姓名，身份住址，家庭地址，, 在门口刷脸———担心会泄漏自己的人脸信息,4,4,4,3, 不守信用，骗取敲诈他人钱财, 禁止出国,3,3,3,3,3,3,4,3,5,5,5,5,5,3,2,,5,4,4,4,4,5,5,5,5,5,4,5,3,3,2,5,5,5,3,3,3,1,1,3,3,3,3,4,,,,,,2, 2,样本用户,1
5594944,4179571,2,16, 洛阳市, 31,5,2,1,3,6,2,2,3,1,,7, 手机号身份信息, 身份信息泄露被犯罪分子利用,4,7,1,3, 欠银行钱不还, 禁止入住酒店，飞机高铁禁止购买头等舱,7,4,7,1,1,4,3,4,5,2,7,7,7,4,3,,4,3,1,1,1,7,7,3,3,1,7,3,2,1,2,2,4,6,1,1,1,2,1,4,3,1,1,4,1,,,1,1,2, 1,样本用户,0
5594932,4141014,3,10, 苏州市, 34,5,2,2,1,6,1,2,7,2,,4, 储蓄信息，家庭情况信息，收入情况等, 网上进行验证码验证-担心罪犯会盗取我的储蓄信息,5,3,4,2, 恶意逃税，欠钱不还，影响公共交通安全, 不能乘坐飞机，高铁，贷款不批准,6,5,6,5,6,6,6,4,6,7,7,6,6,4,3,,6,6,3,7,2,6,6,4,6,1,7,6,5,4,2,4,4,3,5,5,1,1,1,5,5,4,4,6,,,,,,2, 3,样本用户,1
5594882,4179558,2,28, 酒泉市, 24,6,1,1,1,3,2,2,3,2,,5, 银行卡号 身份证号 支付密码, 在网上暴露自己的银行卡号和密码——担心卡里的钱会被罪犯盗刷,5,5,5,2, 频繁更换手机号, 银行卡冻结,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,,7,7,6,6,6,7,7,6,6,6,7,4,4,4,2,5,4,5,6,4,5,1,1,1,1,1,6,6,,,,,,2, 3,样本用户,0
5594843,4179505,2,24, 毕节市, 20,5,1,2,7,,2,2,1,1,,5, 个人号码、远处操控、远处监视, 担心我的照片会泄露，被不法分子拿走进行诈骗。,4,3,1,3, 网络上购物用先用后付到付款期时不付款。, 社会信用过低时会无法购买高铁、飞机等票，公安机关会进行通报。,7,4,3,4,3,4,5,2,6,5,7,6,5,4,7,抖音,7,5,2,7,1,7,6,5,6,1,7,3,2,1,2,6,6,2,6,6,2,2,1,2,1,1,2,7,1,,,1,,2, 1,样本用户,0
5594865,3734243,4,9, 青浦区, 29,5,1,1,1,1,1,2,5,1,,7, 个人隐私泄露, 在网上提供个人信息的时候，泄漏信息,4,5,5,2, 借贷不还, 无,6,3,6,3,5,1,3,3,3,5,6,6,6,2,2,,5,6,2,5,3,6,3,3,6,1,6,6,5,3,1,4,4,6,3,3,5,2,1,5,3,2,2,2,1,1,1,1,1,2, 1,样本用户,0
5594758,4179466,3,3, 石家庄市, 31,5,1,3,5,7,2,2,2,2,,7, 年龄 地址 身份证 照片, 在网上让填写身份证信息，担心自己信息泄露,4,3,5,4, 欠钱不还 老赖, 高消费,5,5,3,6,5,2,5,6,4,7,7,7,7,4,5,,6,6,1,5,2,7,5,5,6,1,6,4,3,2,1,1,1,1,3,3,1,1,1,3,1,2,1,6,,,,,,2, 3,样本用户,1
5594762,3802652,3,22, 巴南区, 19,5,2,2,7,,2,2,4,2,,5, 软件信息，娱乐游戏, 登陆软件后会有电话打来推销东西,4,2,7,4, 拖欠花呗, 花呗不能借了,7,5,7,1,1,4,4,1,4,5,7,6,7,4,2,,6,6,1,7,1,7,6,6,7,1,4,5,5,3,1,6,6,5,6,6,1,1,1,6,2,4,1,7,,,,,,1, 2,样本用户,0
5594736,4179437,4,19, 广州市, 28,5,2,3,1,1,2,1,3,2,,4, 个人身份信息，工作单位与职务，收入信息。, 个人资产情况，购物情况，消费去向。,4,1,1,3, 逾期还款，欠债不还。, 限制贷款、就业、子女教育、乘坐飞机和高铁、办理签证。,7,7,6,3,4,6,6,2,5,5,6,6,6,3,3,,4,4,2,6,2,6,6,6,6,2,6,6,6,6,1,2,2,2,5,5,2,2,1,6,5,6,6,6,1,,,1,,2, 2,样本用户,0
5594772,4157978,4,11, 杭州市, 24,6,2,1,1,1,2,1,4,2,,4, 身份证、银行卡、手机号, 在网上填写身份信息时，担心会被人利用；在网上填写银行卡信息时，担心钱会被转走；在网上填写手机号码时，担心会被人利用去干其他事情,4,5,5,2, 信用卡逾期，贷款不按时还款, 限制公共交通出行，银行卡冻结，限制高消费,6,5,6,4,5,5,3,3,6,4,6,6,6,2,5,,6,6,2,4,1,6,4,4,6,2,6,6,5,2,1,6,5,3,6,5,2,1,1,3,4,3,4,6,,,,,,2, 2,样本用户,0
